Cc1cc2c(cc1C)NC(=O)C[C@H]2c3ccccc3OC,4.17
COc1ccc2c(c1)O[C@@](CC2=O)(C(F)(F)F)O,2.79
CC1(O[C@H]([C@H](O1)C(=O)N)C(=O)N)C(C)(C)C,1.6
CCOc1cc(cc(c1OCC)OCC)c2nnc(o2)c3ccco3,3.96
CN(C)c1ccc(cc1)C(=C)c2ccc(cc2)N(C)C,5.3
Cc1ccc(o1)[C@H](C#CC(c2ccccc2)(c3ccccc3)O)O,3.53
CC(C)(C)c1cc(n[nH]1)Cc2ccccc2,4.35
C[C@H]1C[C@@H](CC(C1)(C)C)NC(=S)NCc2csc3c2cccc3,6.21
CCNc1nc(nc(n1)Oc2ccc(nn2)OCC)NC(C)C,3.14
c1ccc2c(c1)OCCOCCOCCO2,1.81
c1ccc2c(c1)c3c(c(=O)o2)[C@H](C(=C(O3)N)C#N)c4cccs4,2.34
CCOC(=O)CC1=Nn2c(nnc2SC1)c3cccs3,2.98
c1ccc2c(c1)CC[C@@H](O2)C(=O)Nc3ccc(cc3)C(F)(F)F,4.5
CC(C)(C)C(=O)CSc1nc(cc(n1)OC(=O)N(C)C)COC,3.33
Cc1cc(ccc1[N+](=O)[Or])C(=O)NCCc2c([nH]c3c2cccc3)C,4.12
c1cc(c(c(c1)Cl)[C@@H]2CC(=O)Nc3c2cc4c(c3)OCCO4)F,3.96
CSc1c(c(cs1)c2cccs2)C#N,3.69
c1ccc(c(c1)C(F)(F)F)NC(=O)NC2CCCCC2,4
CCn1c2c(nc1NC[C@H](c3ccccc3)O)n(c(=O)n(c2=O)C)C,3.24
Cc1c(nc2c(n1)c(nnc2N)N)C,1.14
c1ccc(cc1)N(c2ccccc2)c3nc(nc(n3)N4CCCC4)C#N,5.38
c1cc2c(cc1c3csc(n3)CC#N)OCCCO2,2.68
CC1(O[C@@H]([C@H](O1)C(=O)N(C)C)C(=O)N(C)C)C,1.49
COC(=O)[C@H]1[C@H](OC(O1)c2ccccc2)C(=O)OC,2.49
CCN(CC)c1ccc(c(c1)OC)C=C2C(=O)c3ccccc3C2=O,5.05
CC(C)(C)S(=O)(=O)/C(=C/Nc1ccc(cc1)OC(F)(F)F)/C#N,4.28
CCC[C@@H]1C(=O)C[C@@H](C(C1(C#N)C#N)(C#N)C#N)C(C)C,3.3
Cc1c(cccc1OCc2ccccc2)[N+](=O)[Or],4.41
CC12CCCC(C1)(CCC2)C(=O)N,2.73
Cc1c(c(c(c(c1C)C)CSc2nnc(n2C)CC#N)C)C,4.14
CCOc1nc(nc(n1)N2CCOCC2)C#N,2.46
Cc1cc(c(c(c1)C)[C@H]2[C@@H]3CCCC=C3C(=C(C2(C#N)C#N)N)C#N)C,5.48
C1COC2(O1)[C@@H]3[C@H]4C[C@H]5[C@@H]3C(=O)[C@@H]6[C@H]5[C@H]4[C@H]26,0.51
c1cc(ccc1C(=O)C2CC2)F,2.61
C[C@]1(OC[C@H](O1)Cn2cncn2)c3ccc(cc3Cl)Cl,3.68
Nc1nc3c(cc2sc(N)nc2n3)s1,1.56
C[C@@]1(CC[C@H](C1(C)C)C(=O)N2CCOCC2)C(=O)N3CCOCC3,2.46
Cc1nc(cs1)c2ccc(cc2)Cl,3.65
CN(C)/C=C/C(=O)c1ccc(cc1)C#Cc2ccccc2,4.69
CCCn1c(=O)c(cn(c1=O)c2ccccc2C)Br,2.82
Cc1cc2c(cc1OCC(=O)OC)occ(c2=O)c3csc(n3)C,3.9
Cc1ccc2c(nc(nc2c1)Nc3[nH]c(=O)c4c(n3)CCCC4)C,3.92
CCCCOc1ccc(cc1)/C=C/C(=O)NC(C)C,4.45
CCN(CC)S(=O)(=O)N1CCC[C@@H](C1)C(=O)NC2CCCCC2,3.58
CC(=CCCC1=NN([C@@](C1)(C)CCC=C(C)C)C=O)C,5.02
O=S(NC(C)c1ccccc1)(C)=O,1.8
CC[C@@]1(NC(=S)N2N1C(=S)N[C@@]2(C)CC)C,2.44
CCCc1c2c(n[nH]1)OC(=C([C@H]2c3ccsc3C)C#N)N,3.83
CC(C)(C)C(=O)Nc1ccc(cc1)NC(=O)C(C)(C)C,2.79
COC(=O)N[C@@H](C(=O)c1ccccc1)O,1.41
COc1ccc(cc1OC)c2nnc(s2)N,2.34
c1cc2c(cc1c3csc(n3)CC#N)OCCO2,2.92
c1ccc2c(c1)nc(s2)SCC(=O)c3cccs3,4.04
CC(C)[C@@H]1[C@@H]2CCCC=C2[C@@H]3CCCC[C@@H]3O1,5.87
c1ccc(cc1)Nc2ccccc2N,2.67
O1C(=CC=C1)C(=O)C(C(=CC(=O)C1=CC=CO1)SC)C,
CC(=O)c1cc2ccccc2o1,2.15
O=C(N2c3c(S(C(F)(F)F)=O)cccc3)c1ccccc1C2=O,3.3
CC1(OC(=O)C(=Cc2ccc(s2)[N+](=O)[Or])C(=O)O1)C,3.04
CCN(CC)C(=O)[C@]12CC[C@](C1(C)C)(C(=O)O2)C,2.66
O=C(C)/N=C2/Sc1c(N2N(C(C)=O)C(C)=O)nc(cccc3)c3n1,1.1
c1ccc2c(c1)nc3n2C=C(NN3)N/N=C/c4ccc(cc4)Cl,4.81
N12C(=O)C3=C(c4cccc(c42)CC1)OC(=O)C=C3OC(=O)C,
Cc1c(c(=O)oc2c1ccc(c2C)OC)C,3.45
Cn1c2ccccc2n3c1c(c4c3nc(c(n4)C#N)C#N)C#N,3.61
CC(C)OC(=O)c1ccc2c(c1)c3c([nH]2)CCCC3,4.97
COc1ccc(cc1)[C@@H]2CCCC[C@H]2O,2.85
CC1=C[C@@](CC(C1)(C)C)([C@@]2(CC(CC(=C2)C)(C)C)O)O,
Cc1cccc(c1C)NC(=O)NC(C)C,2.7
C1CC[C@@]2([C@H](C1)CCC(=O)O2)O,1.16
O1C(=O)C=C(c2c(cc(cc21)OC(=O)C)OC(=O)C)CCC,
Cc1cc(=O)oc2c1ccc(c2)OC(C)C,3.33
Cc1cc(ccc1O[C@@H](C)C(=O)NC2CCCCCC2)Cl,5.45
c1cnc(nc1)SCc2ccc(c(c2)Cl)Cl,4.33
C[C@@]1(CC(O[P@]1(=O)C)(C)C)O,0.71
COC(=O)/C=C/c1ccc(c(c1)OC(=O)OC)OC(=O)OC,
CC(C)(C)NC(=S)Nc1ccc(cc1)F,2.71
O1C[C@@]2(C(C=C(CC2C)C)C)CO[C@@H]1C(C)C,
CC1CC(C)=CC(C)C(CO)1CO,2.93
CC1(CC2=C(C(=O)C1)C3(CCC4(CC3)OCCO4)C(=C(O2)N)C#N)C,3.24
CCn1c(=O)c2c(c(sc2nc1SCc3ccccc3F)C)C,5.86
Cc1cc(n(n1)CCOC(=O)[C@H]2[C@@H](C2(C)C)C=C(Cl)Cl)C,4.76
Cc1cc2c3c(n(c(c3c(nn2c1)C)C)C4CCCCC4)C,
c1cc(sc1)C2=NN=C3[C@H]2[C@@H](C(=C(O3)N)C#N)C4CCCCC4,4.64
CC1CN(C3=C(/C=C(C#N)/C#N)C(N2C=CC=CC2=N3)=O)CC(C)O1,3.24
CCn1c(nnc1SCC(=O)NC(C)(C)C)C2CCCCC2,3.2
COc1ccc(cc1)CNC(=O)C2CCCC2,2.6
CC(C)(C)c1ccccc1NC(=O)c2cc(c(c(c2)OC)OC)OC,3.61
c1ccc(cc1)CS(=O)(=O)CC(=O)Nc2ccc3c(c2)OCCO3,3.19
CCCC(=O)N1CC2(CC(C1)(CN(C2)C(=O)CCC)C)C,2.69
COc1cc(cc(c1)C(=O)c2ccc(cc2)F)C(=O)c3ccc(cc3)F,4.89
Cc1ccnc(c1)N(C(=O)c2cc3c(s2)CCCC3)C(=O)c4cc5c(s4)CCCC5,5.76
CCc1cc(=O)oc2c1ccc(c2C)OCC(=O)OC(C)(C)C,4.52
CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)N(c4ccc(cc4)OC)C(=O)c5cccnc5,4.74
CCc1ccc(cc1)n2c(nnn2)SCC(=O)Nc3ccc(cc3)C(=O)C,4.69
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)Oc2ccc3c(c2)occ(c3=O)c4ccc(cc4)F,5.77
Cc1cc2c(cc1C)NC3=C([C@@H](N2)c4cc5c(cc4Cl)OCO5)C(=O)CC(C3)(C)C,4.38
CCOC(=O)C1=NN[C@@]2([C@@H]1C(=O)N(C2=O)c3cccc(c3)C(F)(F)F)c4cccc(c4)[N+](=O)[Or],4.73
CCOC(=O)c1c(c(sc1N2C(=O)[C@@H]3CC(=C(C[C@H]3C2=O)C)C)C)C,4.56
CCN1c2ccc(cc2/C(=C/3\C(=O)N(C(=S)S3)Cc4ccc(cc4)OC)/C1=O)Br,6.96
CCOc1cc(cc(c1OCC)OCC)C(=O)Oc2ccc3c(cc(=O)oc3c2)C,6.15
CCOC(=O)N1CCN(CC1)c2c3cc(cc(c3nc(n2)C(F)(F)F)C)C,5.92
Cc1c(cnn1C)CN(C)C(=O)c2cnn3c2N[C@H](C[C@@H]3C(F)(F)F)c4ccc(c(c4)OC)OC,4.25
Cc1ccc(c(c1)C)S(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3ccc(cc3C)C,5.01
COc1cccc(c1)c2ccc3c(c(sc3n2)C(=O)Nc4ccc(c(c4)F)F)N,5.86
CCN(CC)C(=O)c1c(c(c(s1)NC(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)C(=O)OCC)C,5.05
c1cc(sc1)[C@@H]2C[C@H](n3c(c(c(n3)C(=O)NCc4ccc(cc4)F)Br)N2)C(F)(F)F,5.54
N1(C(C2=C(CC(C3=CC=CO3)CC2=O)Nc2c1cccc2)c1cc(ccc1)[N+](=O)[Or])C(=O)c1ccccc1,
CCOC(=O)c1c(csc1/N=C/c2c(nn(c2O)c3ccccc3)C)CC(C)C,5.16
c1ccc(cc1)/C=C/C(=O)Nc2cccc(c2)NC(=O)c3cccc(c3)Cl,5.53
c1ccc(cc1)[C@@H]2C[C@H](n3c(cc(n3)C(=O)Nc4cccc(c4)Cl)N2)C(F)(F)F,5.92
Cc1ccc(cc1)N(CCOC(=O)c2ccc(cc2)S(=O)(=O)N3CCCCC3)C4=NS(=O)(=O)c5c4cccc5,5.58
CCOC(=O)CN1C(=O)[C@@H]([C@@H](C1=O)OC(=O)c2ccccc2)OC(=O)c3ccccc3,5
c1ccc(cc1)[C@@H]2CC3=C([C@H](C(=C(O3)N)C#N)c4ccccc4F)C(=O)C2,3.07
Cc1ccc(cc1)NCc2ccc\3n2CC/C3=C\4/Cn5c(ccc5C4=O)CNc6ccc(cc6)C,6.51
COC(=O)c1cccc(c1)NC(=O)c2cc(cc(c2)N3C(=O)c4ccccc4C3=O)C(=O)Nc5cccc(c5)C(=O)OC,6.09
COc1ccc(cc1)OCC(=O)N2CCN(CC2)C(=O)c3ccco3,2.76
CC(=O)Oc1cc(cc(c1OC(=O)C)OC(=O)C)C(=O)Nc2ccc(cc2)Oc3ccccc3,2.89
COc1ccc(cc1)Oc2c(=O)c3ccc(cc3oc2C(F)(F)F)OC(=O)N4CCOCC4,4.63
c1ccc(cc1)Cn2c3ccccc3c4c2nc(nn4)SCC(=O)OCN5C(=O)c6ccccc6C5=O,4.51
c1ccc(cc1)c2nn(c(=S)n2c3ccccc3)[C@@H]4CC(=O)[C@H]5OC[C@@H]4O5,3.65
Cc1cccc(c1NC(=O)C2(CCCCC2)N(Cc3ccco3)C(=O)c4ccc(cc4)NC(=O)C)C,4.62
COc1ccccc1N(CCOC(=O)[C@@H]2CC(=O)N(C2)c3ccccc3)C4=NS(=O)(=O)c5c4cccc5,2.5
c1ccc(cc1)c2nnc(n2c3ccccc3)SCC(=O)N4CCN(CC4)C(=O)c5ccccc5,4.64
c1ccc(cc1)CN\2C(=O)C[C@@H](S/C2=N\c3ccc(cc3)F)C(=O)Nc4ccccc4,6
CCCS(=O)(=O)c1c2cnccn2c(c1S(=O)(=O)CCC)C(=O)c3ccc(cc3)C,3.93
c1ccc(c(c1)COc2ccc(cc2)C3C4=C(CCCC4=O)OC5=C3C(=O)CCC5)F,4.92
CCOc1ccc(c(c1)OCC)C2=NN=C3[C@@H]2[C@@H](C(=C(O3)N)C#N)c4ccco4,4.48
CC1(CC2=C([C@H](C(=C(N2c3c(cccc3F)F)N)C#N)c4cccc(c4)Cl)C(=O)C1)C,5.04
COc1cc(cc(c1OC)OC)c2cc(n3c(n2)c(cn3)C(=O)OC)C(F)(F)F,4.08
CC1=CC(C(=C(N1c2ccc(cc2)C(=O)N)N)C#N)(C(F)(F)F)C(F)(F)F,4.41
COC(=O)c1c2c(sc1NC(C(F)(F)F)(C(F)(F)F)NC(=O)c3cccnc3)CCCCC2,5.75
CC1(CC2=C([C@@H](C(=C(O2)N)C#N)c3c4ccccc4cc5c3cccc5)C(=O)C1)C,4.99
COc1ccccc1Nc2nc(nc(n2)OCC(F)(F)F)OCC(F)(F)F,5.27
CC[C@@H](c1ccccc1)C(=O)N2CCCN(CC2)C(=O)[C@@H](CC)c3ccccc3,4.93
CCC(=O)N1[C@H](CC(=N1)c2ccc(cc2)C3=NN([C@H](C3)c4cccc(c4OC)OC)C(=O)CC)c5cccc(c5OC)OC,6.65
Cc1cc(nc(n1)S[C@@H]2CC(=O)N(C2=O)c3ccc(c(c3)OC)OC)C,2.95
Cc1ccc(cc1)S(=O)(=O)N(CCO)Cc2ccccc2,3.69
Cc1ccc(cc1C)n2c(=O)c3cc4c(cc3c2=O)c(=O)n(c4=O)c5ccc(c(c5)C)C,4.83
Cc1ccc(cc1)c2cc(n3c(n2)c(cn3)C(=O)N4CCSCC4)C(F)F,4.55
Cc1cccc(c1)N2C(=O)c3ccc(cc3C2=O)C(=O)c4ccc5c(c4)C(=O)N(C5=O)c6cccc(c6)C,
c1ccc2c(c1)C(=O)N(C2=O)c3ccccc3C(F)(F)F,3.55
CC(=O)N[C@@H](C(Cl)(Cl)Cl)Nc1c(c2c(s1)CCCC2)C(=O)OC,5.04
CCCS(=O)(=O)c1c2c3ccccc3ccn2c(c1S(=O)(=O)CCC)C(=O)c4ccccc4,4.48
c1ccc2c(c1)C(c3ccccc3O2)C(=O)NC4CCCC4,3.95
Cc1c(c(n(n1)CC(=O)Nc2c(c3c(s2)C[C@H](CC3)C(C)(C)C)C(=O)OC)C)[N+](=O)[Or],6.53
CCc1ccc(cc1)OCC(=O)NCCc2ccc(c(c2)OC)OC,4.22
COc1ccc(cc1)[C@@H]2CC3=C([C@H](c4c5ccccc5ccc4N3)c6ccc7c(c6)OCO7)C(=O)C2,5.77
O1c2c(ccc(c2)C=C2C(=O)C(=Cc3cc4c(cc3)OCO4)CCC2)OC1,
c1cc2c(cc1/C=C/C(=O)Nc3ccc4c(c3)OCO4)OCO2,3.72
CC(=O)Oc1cccc(c1)N2C(=O)c3ccc(cc3C2=O)C(=O)c4ccc5c(c4)C(=O)N(C5=O)c6cccc(c6)OC(=O)C,5.13
Cc1ccc(cc1Cl)NC(=O)CSc2nnc(o2)Cc3ccccc3,4.85
CCOc1ccc(cc1)NC=C(S(=O)(=O)c2ccc(cc2)C)S(=O)(=O)c3ccc(cc3)C,5.64
c1ccc(cc1)c2cc(n(n2)c3ccc(cc3)/C=N/n4cnnc4)c5ccccc5,5.58
N1C(=O)C(CC(=O)Nc2c(cccc2)NC(=O)CC2C(=O)Nc3ccccc3N2)Nc2c1cccc2,3.42
Cc1c(sc2c1c(=O)n(c(n2)SCC(=O)N3CCCC3)C4CCCCC4)C,5.16
COc1cccc(c1)Cn2cc(cn2)N,1.55
Cc1c(c(=O)n(n1C)c2ccccc2)NC(=O)[C@@H]3CCCCN3S(=O)(=O)c4ccc(cc4)Cl,3.89
CS(=O)(=O)c1ccc(c(c1)[N+](=O)[Or])SCC(=O)Oc2ccc(cc2)C3CCCCC3,6.08
Cc1ccccc1C(=O)N2CCN(CC2)c3ccc(cc3)NC(=O)c4c(cccc4OC)OC,4.16
Cc1cccc(c1)C(=O)Nc2ccc(c(c2)C)NC(=O)c3ccccc3,4.14
CC/C(=N\N=C/1\N(C(=O)[C@@H](S1)C)Cc2ccco2)/c3ccccc3,5.07
Cn1c(c(cn1)Cl)c2nc(no2)c3c(non3)N,2.77
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@@H]4CO[C@H](C3=O)O4,1.48
COc1cc(c(cc1Cl)OC)n2c(=S)n(nn2)[C@@H]3CC(=O)[C@H]4OC[C@@H]3O4,
Cc1c(c2ccccc2n1CC=C)C=C3C(=O)OC4(CCCCC4)OC3=O,4.62
CC1(CC2=C(C(C3=C(N2c4ccc(cc4)OC)CC(CC3=O)(C)C)c5ccc6c(c5)OCO6)C(=O)C1)C,5.72
CCn1cc(c(n1)C)C2C3=C(CC(CC3=O)(C)C)N(C4=C2C(=O)CC(C4)(C)C)c5ccc(cc5)C,5.35
c1ccc(cc1)Oc2ccc(cc2)NC(=S)N3CCN(CC3)C(=O)[C@H]4CCCO4,4.18
COC(=O)CC1=C([C@@]2(c3ccccc3NC2=O)C(=C(O1)N)C(=O)OCc4ccccc4)C(=O)OC,4.25
C[C@@H]1C=CC[C@H]2[C@@H]1C(=O)N(C2=O)c3cccc(c3)C(=O)OCC(=O)c4ccc(cc4)Br,5.29
COc1ccc(cc1COCC(F)(F)F)[C@@H]2[C@@H]3CCCC=C3C(=C(C2(C#N)C#N)N)C#N,5.5
CCN(CC)C(=O)c1c(c(c(s1)NC(=O)c2cc(cc(c2)OC)OC)C(=O)OC)C,5.47
c1cc(sc1)[C@@H]2C[C@H](n3c(c(c(n3)C(=O)N4CCCC4)Br)N2)C(F)(F)F,4.47
N1(c2ccccc2)C(=O)C(Sc2c(c(c(c(n2)N)C#N)c2ccc(cc2)C)C#N)C(=N1)C,4.99
CCc1c(c(=O)n2c(c(sc2n1)C#N)N)C#N,2.09
CSc1ccc(cc1)[C@@H]2[C@H]3[C@@H](C(=O)N(C3=O)c4cccc(c4)C(F)(F)F)ON2c5ccccc5,5.98
C#Cc1cccc(c1)NC(=O)c2cc(cc(c2)N3C(=O)c4ccccc4C3=O)C(=O)Nc5cccc(c5)C#C,6.85
Cc1ccc(c(c1)NC(=O)[C@H]2CC3c4ccccc4C2c5c3cccc5)C,5.26
c1cc(c(c(c1)F)C(=O)N2CCCC2)F,1.88
C[C@H](C(=O)N)OC(=O)c1cccc(c1)C(F)(F)F,2.75
CCOC(=O)c1cnn(c1N)C(=O)c2cnn(c2C(F)(F)F)c3ccc(cc3)[N+](=O)[Or],3.53
O=C(N3CCCN(c4ncc(C(F)(F)F)cc4)CC3)c1sc(cccc2)c2c1,4.92
c1ccc2c(c1)CC(C2)n3c(nnc3SCC(=O)c4ccc5c(c4)OCCO5)OCC(=O)c6ccc(cc6)F,5.47
Cc1ccc(cc1)N2CC(=O)N(CC2=O)/N=C/c3cn(nc3c4ccc(cc4)Cl)c5ccccc5,6.14
CSc1c(c(n2c(n1)c(c(n2)SC)C#N)c3ccc(cc3)Cl)C#N,5.51
CN1c2ccccc2rc3c(c(sc3C(=O)N4CCOCC4)SC)S1(=O)=O,3.11
Cc1cccc(c1C)NC(=O)CSc2ccccn2,3.19
CSc1cr2c(c(s1)C(=O)Nc3ccc(cc3)Cl)CCc4c2nc(nc4)SC,5.87
CCOC(=O)C1=C(C(=O)N(C1)C(C)(C)C)Nc2ccc(cc2)OC(=O)Nc3ccc(cc3)OC(F)(F)F,6.72
Cn1c(nnc1SCc2cc(cc(c2)F)F)c3ccc4c(c3)non4,3.68
C[C@]12c3cc(c(cc3CCN1C(=O)OC24CCCCC4)OC)OC,3.47
CC1=C(C[C@H]2[C@H](C1)C(=O)N(C2=O)c3cccc(c3)Br)C,3.93
c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cccnc3,2.3
CCc1ccc2c(c1)cc3c(n2)c4c(n(c(=O)n(c4=O)C)C)n(c3=O)c5ccccc5,4.31
CCOC(=O)C1=C(NC(=O)N[C@H]1c2ccc(o2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C,6.04
CCOC(=O)/C(=C(\C)/Nc1ccc(cc1)F)/[C@H]2CC(=O)N(C2=O)c3cc(on3)C,
c1cc(ccc1c2nc(on2)C(F)(F)F)c3nc(on3)C(F)(F)F,6.06
Cc1c(c(n(n1)c2ccccc2)C)c3nnc(o3)c4c(nn(c4C)c5ccccc5)C,5.56
Cc1cc(n(n1)c2ccc(cc2)n3cccc3/C=C(\C#N)/S(=O)(=O)C)C,4.25
